22:45:04 INFO  manager.ApplicationManager - Tests start on Firefox
22:45:23 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:45:23 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:45:23 INFO  manager.TestNGListener - Test testLoginPositiveProps successfully
22:45:23 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='button']
22:45:23 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='button'] is found
22:45:23 INFO  tests.TestBase - ================================
22:45:23 INFO  tests.TestBase - Test testLoginPositiveUserDTO started
22:45:23 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:45:23 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:45:23 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:45:23 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:45:23 INFO  manager.TestNGListener - TesttestLoginPositiveUserDTO started
22:45:23 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Log in ']
22:45:23 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Log in '] is found
22:45:23 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='email']
22:45:23 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='email'] is found
22:45:23 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='password']
22:45:23 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='password'] is found
22:45:23 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
22:45:23 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
22:45:27 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:45:27 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:45:27 INFO  manager.TestNGListener - Test testLoginPositiveUserDTO successfully
22:45:27 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='button']
22:45:27 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='button'] is found
22:45:27 INFO  tests.TestBase - ================================
22:45:27 INFO  tests.TestBase - Test testLoginPositiveUserDTO started
22:45:27 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:45:27 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:45:27 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:45:27 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:45:27 INFO  manager.TestNGListener - TesttestLoginPositiveUserDTO started
22:45:27 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Log in ']
22:45:27 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Log in '] is found
22:45:27 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='email']
22:45:27 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='email'] is found
22:45:27 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='password']
22:45:27 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='password'] is found
22:45:27 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
22:45:27 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
22:45:31 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:45:31 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:45:31 INFO  manager.TestNGListener - Test testLoginPositiveUserDTO successfully
22:45:31 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='button']
22:45:31 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='button'] is found
22:45:31 INFO  tests.TestBase - ================================
22:45:31 INFO  tests.TestBase - Test testLoginPositiveUserDTO started
22:45:31 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:45:31 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:45:31 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:45:31 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:45:31 INFO  manager.TestNGListener - TesttestLoginPositiveUserDTO started
22:45:31 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Log in ']
22:45:31 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Log in '] is found
22:45:31 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='email']
22:45:31 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='email'] is found
22:45:31 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='password']
22:45:31 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='password'] is found
22:45:31 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
22:45:31 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
22:45:35 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:45:35 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:45:35 INFO  manager.TestNGListener - Test testLoginPositiveUserDTO successfully
22:45:35 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='button']
22:45:35 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='button'] is found
22:45:35 INFO  tests.TestBase - ================================
22:45:35 INFO  manager.TestNGListener - Test finished
